VARIABLES = k E
ZONE
 1.97089369336871e+001    1.29954733244538e-004
 2.12988539816274e+001    1.50739903092261e-004
 2.30176662483982e+001    1.81441172449778e-004
 2.41155036250694e+001    2.10432053320916e-004
 2.59264887657387e+001    2.42084268663844e-004
 2.58814952058111e+001    2.37156280096821e-004
 2.85545784617881e+001    2.93820664586033e-004
 2.73031279246952e+001    2.72805165691331e-004
 3.13939129768488e+001    3.40841010577324e-004
 3.45137739157572e+001    3.68692334014423e-004
 3.79444966026783e+001    4.10465266234373e-004
 4.17870897911699e+001    4.42187329156050e-004
 4.59375431368226e+001    4.47864906067784e-004
 5.05007011086675e+001    4.59245525282141e-004
 5.32687351546744e+001    4.55592918008241e-004
 5.74593018674245e+001    4.42816490648568e-004
 6.11297036750755e+001    4.11340036228564e-004
 6.70832725846028e+001    3.96560762258111e-004
 7.59294314995913e+001    3.55087688864107e-004
 8.59421185897003e+001    3.17951947804625e-004
 1.00333955842504e+002    2.74394854115300e-004
 1.09157655459512e+002    2.50757348555104e-004
 1.15334920596178e+002    2.36788384784059e-004
 1.22702317819664e+002    2.19956900505040e-004
 1.59642876049201e+002    1.63785864041007e-004
 1.74576367993317e+002    1.43650431079591e-004
 1.91900620391644e+002    1.30743150731014e-004
 2.10936279776890e+002    1.13266718032458e-004
 2.32265407386205e+002    1.01408599892999e-004
 2.55310562197902e+002    9.04186874684405e-005
 2.81119745796917e+002    7.83330264910085e-005
 3.09007432195950e+002    6.84226226831486e-005
 3.39664769963547e+002    6.05078453586427e-005
 3.74003566720729e+002    5.28530235194914e-005
 4.11817681284116e+002    4.67396166227328e-005
 4.52666710561706e+002    4.03257817829763e-005
 4.97567637727017e+002    3.47920841870428e-005
 5.47849593820830e+002    2.89274366365197e-005
 6.02191903815682e+002    2.49578747459774e-005
 6.63034489459801e+002    2.02452332522790e-005
 7.28766375250515e+002    1.63549383244375e-005
 8.02392505753277e+002    1.31580839883348e-005
 8.81940060798974e+002    1.06296454782885e-005
 9.91255404180640e+002    7.94254369417472e-006
ZONE
 2.06455354500878e+001    1.20708890509342e-004
 2.35776532178666e+001    1.66449481843584e-004
 2.59223444994253e+001    1.95483054238669e-004
 4.08385327573917e+001    2.03264612266352e-004
 4.22682342411143e+001    1.97527919778028e-004
 4.17619186628726e+001    1.97517293279727e-004
 4.59858665404630e+001    1.82752512903545e-004
 5.05499394737036e+001    1.69090127416486e-004
 5.55671650573076e+001    1.57093735088250e-004
 6.11876123932795e+001    1.45949569317442e-004
 7.39344236550387e+001    1.21398288534921e-004
 8.14081576130746e+001    1.04740236883873e-004
 8.94856733830633e+001    9.37740523170912e-005
 9.85323294472478e+001    8.19107367525080e-005
 1.08307948381154e+002    7.24357237164761e-005
 1.19054526939313e+002    6.48517852116973e-005
 1.31092897959419e+002    5.80623227468734e-005
 1.44345883777824e+002    5.07168829355525e-005
 1.58668721883840e+002    4.55939696952201e-005
 1.74414363846908e+002    4.14972597540248e-005
 1.92051115407976e+002    3.73059075295239e-005
 2.11106895059999e+002    3.34000211235803e-005
 2.32459706288025e+002    3.10306371889468e-005
 2.55531994755394e+002    2.88291148197734e-005
 2.80885638437203e+002    2.57048290345329e-005
 3.09280190352109e+002    2.22690365242440e-005
 3.39958318380215e+002    1.92131722996852e-005
 3.73679472016387e+002    1.65766484515621e-005
 4.11445639779195e+002    1.39535076066774e-005
 4.53020314558781e+002    1.14592379649359e-005
 4.97927231526331e+002    9.14375757709736e-006
 5.47289038318478e+002    7.35639616014929e-006
 6.02591911362205e+002    6.06629008360215e-006
 6.62284813437319e+002    4.45838669743428e-006
 7.29133891866771e+002    3.21001477272584e-006
 8.02737922732362e+002    2.33987947901663e-006
 8.82178685726485e+002    1.52637822467798e-006
 9.74531070870778e+002    1.03752375902214e-006
ZONE
 1.46463539452675e+001    4.62383384586236e-005
 1.61035608608442e+001    5.75213369145261e-005
 1.77055316634052e+001    7.03903042167875e-005
 1.95004676653739e+001    8.64939579839236e-005
 2.14394375910666e+001    9.99239419277860e-005
 2.27327892547690e+001    1.05872489870725e-004
 2.59576716888432e+001    1.20832339689658e-004
 2.85364131338775e+001    1.25440635570862e-004
 3.13696014017155e+001    1.20934535899861e-004
 3.45425398168198e+001    1.12355489035091e-004
 3.79709853559438e+001    1.04384234016897e-004
 4.17397138874904e+001    9.69785135098399e-005
 4.59605681297724e+001    8.75425984619767e-005
 5.05219748930925e+001    8.06656443209605e-005
 5.56322878327694e+001    7.52520403053996e-005
 6.11543269809480e+001    7.04904583052014e-005
 6.72197284953248e+001    6.00718246113056e-005
 7.40203895470437e+001    5.74400510399619e-005
 8.13636223082782e+001    5.03796734282167e-005
 9.84820591620851e+001    4.13915101192542e-005
 1.08253689048657e+002    3.70578657341570e-005
 1.19199184801421e+002    3.29064803386174e-005
 1.31028835225061e+002    3.01970756096640e-005
 1.44272683365711e+002    2.57340839457571e-005
 1.58587770566234e+002    2.30397544062975e-005
 1.74618771385827e+002    1.98782813446969e-005
 2.10990109246882e+002    1.59337169202736e-005
 1.91944871385645e+002    1.77970477273046e-005
 2.32325394119957e+002    1.43243619832436e-005
 2.55371790296918e+002    1.24607555890154e-005
 2.81177654815124e+002    1.03178251256015e-005
 3.09066335183749e+002    8.82905804894191e-006
 3.40308609761094e+002    7.61755081284879e-006
 3.74063359552457e+002    6.54526582635007e-006
 4.11154821238128e+002    5.41960627414834e-006
 4.52675060228289e+002    4.13330179965037e-006
 4.97509515041028e+002    2.97593249894228e-006
 5.47746866543181e+002    2.25102861596173e-006
 6.02023461625866e+002    1.71675000936272e-006
 6.62765486377096e+002    1.17654275081877e-006
 6.82383973658395e+002    1.03587446414708e-006
